Season,Item,Percent Feminine,Percent Unisex,Percent Masculine,Num Outfits,Total Outfits,Accessories,Garments,Notes,Silhouette,Style Keywords
2006-04-15,animal-shaped,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,anime-inspired,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,ankle,0.0,0.0,0.0,0,121,,0.0,0.0,,
2006-04-15,ankle,0.009345794392523364,0.0,0.0,1,121,0.008264462809917356,,,,
2006-04-15,ankle-length,0.0,0.0,0.0,0,121,,,,0.0,
2006-04-15,ankle-strap,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,ankle-tie,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,anklet,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,appeal,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,applique,0.0,0.0,0.0,0,121,,0.0,0.0,,
2006-04-15,appliqué,0.0,0.0,0.0,0,121,0.0,0.0,0.0,,
2006-04-15,approach,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,aqua,0.0,0.0,0.0,0,121,0.0,0.0,,,
2006-04-15,architectural,0.0,0.0,0.0,0,121,,,0.0,0.0,0.0
2006-04-15,arctic,0.0,0.0,0.0,0,121,,,,,0.0
2006-04-15,argyle,0.009345794392523364,0.0,0.0,1,121,,0.008264462809917356,0.008264462809917356,,
2006-04-15,arm,0.0,0.0,0.0,0,121,0.0,0.0,0.0,,
2006-04-15,armor-inspired,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,armor-like,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,around,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,art,0.04672897196261682,0.0,0.0,5,121,,,,,0.04132231404958678
2006-04-15,art-inspired,0.0,0.0,0.0,0,121,,,0.0,,0.0
2006-04-15,artisanal,0.0,0.0,0.0,0,121,,,,,0.0
2006-04-15,artistic,0.0,0.0,0.0,0,121,,,0.0,0.0,
2006-04-15,artistic,0.037383177570093455,0.0,0.0,4,121,,,,,0.03305785123966942
2006-04-15,artsy,0.0,0.0,0.0,0,121,,,,,0.0
2006-04-15,artwork,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,asian-inspired,0.0,0.0,0.0,0,121,,,,,0.0
2006-04-15,asymmetric,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,asymmetric,0.009345794392523364,0.0,0.0,1,121,,,,0.008264462809917356,
2006-04-15,asymmetric,0.056074766355140186,0.0,0.0,6,121,,,0.049586776859504134,,
2006-04-15,asymmetrical,0.0,0.0,0.0,0,121,0.0,0.0,,,0.0
2006-04-15,asymmetrical,0.009345794392523364,0.0,0.0,1,121,,,,0.008264462809917356,
2006-04-15,asymmetrical,0.04672897196261682,0.0,0.0,5,121,,,0.04132231404958678,,
2006-04-15,asymmetry,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,at,0.06542056074766354,1.0,0.0,10,121,0.08264462809917356,,,,
2006-04-15,at,0.29906542056074764,1.0,0.18181818181818182,37,121,,0.30578512396694213,,,
2006-04-15,at,0.3177570093457944,1.0,0.09090909090909091,38,121,,,0.3140495867768595,,
2006-04-15,athleisure,0.0,0.0,0.0,0,121,,,,,0.0
2006-04-15,athletic,0.0,0.0,0.0,0,121,,,0.0,0.0,0.0
2006-04-15,autumnal,0.0,0.0,0.0,0,121,,,0.0,,0.0
2006-04-15,avant-garde,0.0,0.0,0.0,0,121,,,,0.0,
2006-04-15,avant-garde,0.037383177570093455,1.0,0.0,7,121,,,,,0.05785123966942149
2006-04-15,aviator,0.0,0.0,0.0,0,121,0.0,,,,0.0
2006-04-15,axe,0.0,0.0,0.0,0,121,0.0,,0.0,,
2006-04-15,back,0.0,0.0,0.0,0,121,,0.0,0.0,0.0,
2006-04-15,backdrop,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,background,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,backpack,0.0,0.0,0.0,0,121,0.0,,0.0,,
2006-04-15,badge,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,bag,0.009345794392523364,0.0,0.0,1,121,,,0.008264462809917356,,
2006-04-15,bag,0.056074766355140186,0.0,0.0,6,121,0.049586776859504134,,,,
2006-04-15,baggy,0.0,0.0,0.0,0,121,,,,0.0,
2006-04-15,baggy,0.009345794392523364,0.0,0.0,1,121,,0.008264462809917356,,,
2006-04-15,ball,0.0,0.0,0.0,0,121,0.0,0.0,0.0,0.0,
2006-04-15,ballet,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,ballet-inspired,0.0,0.0,0.0,0,121,,,0.0,,0.0
2006-04-15,ballgown,0.0,0.0,0.0,0,121,,,,0.0,
2006-04-15,balloon,0.0,0.0,0.0,0,121,,0.0,0.0,0.0,
2006-04-15,bamboo,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,band,0.018691588785046728,0.0,0.0,2,121,,,0.01652892561983471,,
2006-04-15,bandage,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,bandana,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,bandeau,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,bangle,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,bar,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,barbie-inspired,0.0,0.0,0.0,0,121,,,0.0,,0.0
2006-04-15,bare,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,barefoot,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,barn,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,baroque,0.0,0.0,0.0,0,121,,,,,0.0
2006-04-15,baroque,0.009345794392523364,0.0,0.0,1,121,,,0.008264462809917356,,
2006-04-15,base,0.0,0.0,0.0,0,121,,0.0,0.0,,
2006-04-15,baseball,0.0,0.0,0.0,0,121,0.0,,0.0,,
2006-04-15,basket,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,bat,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,batwing,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,beach,0.0,0.0,0.0,0,121,,,0.0,,0.0
2006-04-15,beach-inspired,0.0,0.0,0.0,0,121,,,0.0,,0.0
2006-04-15,beach-ready,0.0,0.0,0.0,0,121,,,0.0,0.0,0.0
2006-04-15,beachwear,0.0,0.0,0.0,0,121,,,0.0,,0.0
2006-04-15,beachy,0.0,0.0,0.0,0,121,,,,0.0,0.0
2006-04-15,bead,0.037383177570093455,0.0,0.0,4,121,0.03305785123966942,,,,
2006-04-15,beaded,0.0,0.0,0.0,0,121,,0.0,0.0,,
2006-04-15,beaded,0.037383177570093455,0.0,0.0,4,121,0.03305785123966942,,,,
2006-04-15,beading,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,beadwork,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,beanie,0.018691588785046728,0.0,0.0,2,121,0.01652892561983471,,,,
2006-04-15,bear,0.0,0.0,0.0,0,121,0.0,0.0,0.0,,
2006-04-15,beige,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,beige,0.028037383177570093,0.0,0.0,3,121,0.024793388429752067,,,,
2006-04-15,beige,0.08411214953271028,1.0,0.0,12,121,,0.09917355371900827,,,
2006-04-15,bell,0.018691588785046728,0.0,0.0,2,121,,0.01652892561983471,0.01652892561983471,,
2006-04-15,bell-bottom,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,belt,0.018691588785046728,0.0,0.0,2,121,,0.01652892561983471,,,
2006-04-15,belt,0.028037383177570093,0.0,0.0,3,121,,,0.024793388429752067,,
2006-04-15,belt,0.18691588785046728,1.0,0.0,23,121,0.19008264462809918,,,,
2006-04-15,belted,0.009345794392523364,0.0,0.0,1,121,,0.008264462809917356,0.008264462809917356,0.008264462809917356,
2006-04-15,beret,0.0,0.0,0.0,0,121,0.0,,0.0,,
2006-04-15,bermuda,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,between,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,bib,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,bicycle,0.0,0.0,0.0,0,121,0.0,,0.0,,
2006-04-15,biker,0.0,0.0,0.0,0,121,,0.0,0.0,,
2006-04-15,biker-inspired,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,bikini,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,billowing,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,billowy,0.0,0.0,0.0,0,121,,,0.0,0.0,
2006-04-15,bird,0.0,0.0,0.0,0,121,0.0,0.0,0.0,,
2006-04-15,black,0.018691588785046728,0.0,0.0,2,121,,,0.01652892561983471,,
2006-04-15,black,0.2897196261682243,1.0,0.09090909090909091,35,121,0.2892561983471074,,,,
2006-04-15,black,0.32710280373831774,1.0,0.09090909090909091,39,121,,0.32231404958677684,,,
2006-04-15,blanket,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,blazer,0.009345794392523364,0.0,0.0,1,121,,,0.008264462809917356,,
2006-04-15,blazer,0.102803738317757,0.0,0.18181818181818182,13,121,,0.10743801652892562,,,
2006-04-15,bleached,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,block,0.0,0.0,0.0,0,121,0.0,0.0,,,0.0
2006-04-15,block,0.037383177570093455,0.0,0.0,4,121,,,0.03305785123966942,,
2006-04-15,blocking,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,blocking,0.018691588785046728,0.0,0.0,2,121,,,0.01652892561983471,,
2006-04-15,blonde,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,blouse,0.009345794392523364,0.0,0.0,1,121,,,0.008264462809917356,,
2006-04-15,blouse,0.08411214953271028,0.0,0.0,9,121,,0.0743801652892562,,,
2006-04-15,blue,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,blue,0.009345794392523364,0.0,0.0,1,121,0.008264462809917356,,,,
2006-04-15,blue,0.102803738317757,0.0,0.0,11,121,,0.09090909090909091,,,
2006-04-15,blue-accented,0.0,0.0,0.0,0,121,0.0,0.0,,,
2006-04-15,blurred,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,blush,0.0,0.0,0.0,0,121,0.0,0.0,0.0,,
2006-04-15,boat,0.0,0.0,0.0,0,121,0.0,,0.0,,
2006-04-15,boater,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,bob,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,bodice,0.0,0.0,0.0,0,121,,0.0,,0.0,
2006-04-15,bodice,0.009345794392523364,0.0,0.0,1,121,,,0.008264462809917356,,
2006-04-15,body,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,body-hugging,0.0,0.0,0.0,0,121,,,0.0,0.0,
2006-04-15,body-skimming,0.0,0.0,0.0,0,121,,,,0.0,
2006-04-15,bodycon,0.0,0.0,0.0,0,121,,0.0,,0.0,
2006-04-15,bodysuit,0.0,0.0,0.0,0,121,,0.0,0.0,,
2006-04-15,bohemian,0.0,0.0,0.0,0,121,,,0.0,0.0,
2006-04-15,bohemian,0.018691588785046728,0.0,0.0,2,121,,,,,0.01652892561983471
2006-04-15,boho,0.0,0.0,0.0,0,121,,,0.0,,0.0
2006-04-15,boho-chic,0.0,0.0,0.0,0,121,,,,,0.0
2006-04-15,bold,0.0,0.0,0.0,0,121,0.0,,,0.0,
2006-04-15,bold,0.018691588785046728,0.0,0.0,2,121,,,,,0.01652892561983471
2006-04-15,bold,0.09345794392523364,0.0,0.0,10,121,,,0.08264462809917356,,
2006-04-15,bolero,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,bolero,0.009345794392523364,0.0,0.0,1,121,,0.008264462809917356,,,
2006-04-15,bomber,0.0,0.0,0.0,0,121,,0.0,0.0,,
2006-04-15,bonnet,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,book,0.0,0.0,0.0,0,121,0.0,,0.0,,
2006-04-15,boot,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,boot,0.04672897196261682,0.0,0.0,5,121,0.04132231404958678,,,,
2006-04-15,botanical,0.0,0.0,0.0,0,121,,,0.0,,0.0
2006-04-15,both,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,bottle,0.0,0.0,0.0,0,121,0.0,,0.0,,
2006-04-15,bottom,0.0,0.0,0.0,0,121,,0.0,0.0,0.0,
2006-04-15,boudoir,0.0,0.0,0.0,0,121,,,,,0.0
2006-04-15,bouquet,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,boutonniere,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,bow,0.009345794392523364,0.0,0.0,1,121,,0.008264462809917356,0.008264462809917356,,
2006-04-15,bow,0.056074766355140186,0.0,0.0,6,121,0.049586776859504134,,,,
2006-04-15,bowler,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,box,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,boxy,0.0,0.0,0.0,0,121,0.0,0.0,0.0,0.0,
2006-04-15,bra,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,bracelet,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,bracelet,0.056074766355140186,0.0,0.0,6,121,0.049586776859504134,,,,
2006-04-15,braided,0.0,0.0,0.0,0,121,0.0,0.0,0.0,,
2006-04-15,bralette,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,branch,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,branch-like,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,branded,0.0,0.0,0.0,0,121,,,0.0,,0.0
2006-04-15,branding,0.009345794392523364,0.0,0.0,1,121,,,0.008264462809917356,,
2006-04-15,breezy,0.0,0.0,0.0,0,121,,,0.0,0.0,0.0
2006-04-15,brick,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,bridal,0.0,0.0,0.0,0,121,,,,,0.0
2006-04-15,briefcase,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,bright,0.0,0.0,0.0,0,121,,0.0,,,0.0
2006-04-15,bright,0.018691588785046728,0.0,0.0,2,121,,,0.01652892561983471,,
2006-04-15,brocade,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,bronze,0.0,0.0,0.0,0,121,0.0,0.0,,,
2006-04-15,brooch,0.0,0.0,0.0,0,121,0.0,,0.0,,
2006-04-15,brown,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,brown,0.018691588785046728,0.0,0.0,2,121,0.01652892561983471,0.01652892561983471,,,
2006-04-15,brushstroke,0.0,0.0,0.0,0,121,,0.0,0.0,,
2006-04-15,bubble,0.0,0.0,0.0,0,121,,0.0,0.0,0.0,
2006-04-15,bucket,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,buckle,0.0,0.0,0.0,0,121,0.0,0.0,,,
2006-04-15,buckle,0.009345794392523364,0.0,0.0,1,121,,,0.008264462809917356,,
2006-04-15,bulky,0.0,0.0,0.0,0,121,,,,0.0,
2006-04-15,bun,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,burgundy,0.0,0.0,0.0,0,121,0.0,0.0,,,
2006-04-15,bust,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,bustier,0.0,0.0,0.0,0,121,,0.0,0.0,,
2006-04-15,butterfly,0.0,0.0,0.0,0,121,0.0,0.0,0.0,,
2006-04-15,button,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,button,0.009345794392523364,0.0,0.09090909090909091,2,121,,0.01652892561983471,,,
2006-04-15,button,0.018691588785046728,0.0,0.09090909090909091,3,121,,,0.024793388429752067,,
2006-04-15,button-down,0.0,0.0,0.0,0,121,,0.0,0.0,,
2006-04-15,button-up,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,button-up,0.009345794392523364,0.0,0.09090909090909091,2,121,,0.01652892561983471,,,
2006-04-15,buttoned,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,buttoned,0.009345794392523364,0.0,0.09090909090909091,2,121,,,0.01652892561983471,,
2006-04-15,buttoning,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,by,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,cable,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,cable,0.0,0.0,0.09090909090909091,1,121,,0.008264462809917356,,,
2006-04-15,cable-knit,0.0,0.0,0.09090909090909091,1,121,,0.008264462809917356,,,
2006-04-15,cage,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,cage-like,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,calf-length,0.0,0.0,0.0,0,121,,,,0.0,
2006-04-15,camel,0.0,0.0,0.0,0,121,0.0,0.0,0.0,,
2006-04-15,camera,0.0,0.0,0.0,0,121,0.0,,0.0,,
2006-04-15,camera-shaped,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,camisole,0.009345794392523364,0.0,0.0,1,121,,0.008264462809917356,,,
2006-04-15,camo,0.0,0.0,0.0,0,121,0.0,0.0,0.0,,
2006-04-15,camouflage,0.0,0.0,0.0,0,121,,0.0,0.0,,
2006-04-15,cap,0.009345794392523364,0.0,0.0,1,121,,,0.008264462809917356,,
2006-04-15,cap,0.018691588785046728,0.0,0.0,2,121,0.01652892561983471,,,,
2006-04-15,cap,0.04672897196261682,0.0,0.0,5,121,,0.04132231404958678,,,
2006-04-15,cap-sleeve,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,cape,0.0,0.0,0.0,0,121,0.0,0.0,0.0,0.0,
2006-04-15,cape-like,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,cape-style,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,capelet,0.0,0.0,0.0,0,121,,0.0,0.0,,
2006-04-15,capri,0.04672897196261682,0.0,0.0,5,121,,0.04132231404958678,,,
2006-04-15,captured,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,car,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,cardigan,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,cardigan,0.037383177570093455,0.0,0.0,4,121,,0.03305785123966942,,,
2006-04-15,cargo,0.0,0.0,0.0,0,121,,0.0,0.0,,
2006-04-15,cartoon,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,cascading,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,case,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,casual,0.037383177570093455,0.0,0.09090909090909091,5,121,,,0.04132231404958678,,
2006-04-15,casual,0.056074766355140186,0.0,0.5454545454545454,12,121,,,,0.09917355371900827,
2006-04-15,casual,0.11214953271028037,0.0,0.0,12,121,,,,,0.09917355371900827
2006-04-15,casual-chic,0.0,0.0,0.0,0,121,,,,,0.0
2006-04-15,casualwear,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,cat,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,cat,0.028037383177570093,0.0,0.0,3,121,,,0.024793388429752067,,
2006-04-15,central,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,chain,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,chain,0.009345794392523364,0.0,0.0,1,121,,,0.008264462809917356,,
2006-04-15,chain,0.028037383177570093,0.0,0.0,3,121,0.024793388429752067,,,,
2006-04-15,chain-detail,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,chain-embellished,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,chainmail,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,chair,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,chambray,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,chanel,0.018691588785046728,0.0,0.0,2,121,0.01652892561983471,,,,
2006-04-15,chanel,0.028037383177570093,0.0,0.0,3,121,,,0.024793388429752067,,
2006-04-15,charcoal,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,charm,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,charming,0.0,0.0,0.0,0,121,,,,,0.0
2006-04-15,check,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,checked,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,checkerboard,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,checkered,0.0,0.0,0.0,0,121,0.0,0.0,0.0,,0.0
2006-04-15,cheerful,0.0,0.0,0.0,0,121,,,,,0.0
2006-04-15,chest,0.0,0.0,0.0,0,121,0.0,,0.0,,
2006-04-15,chevron,0.0,0.0,0.0,0,121,,0.0,0.0,,
2006-04-15,chevron-patterned,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,chic,0.0,0.0,0.0,0,121,,,,0.0,
2006-04-15,chic,0.009345794392523364,0.0,0.0,1,121,,,0.008264462809917356,,
2006-04-15,chic,0.205607476635514,0.0,0.0,22,121,,,,,0.18181818181818182
2006-04-15,chiffon,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,choice,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,choker,0.0,0.0,0.0,0,121,0.0,,0.0,,
2006-04-15,chunky,0.0,0.0,0.0,0,121,,0.0,0.0,,0.0
2006-04-15,chunky,0.009345794392523364,0.0,0.0,1,121,0.008264462809917356,,,,
2006-04-15,cinch,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,cinched,0.0,0.0,0.0,0,121,,0.0,0.0,,
2006-04-15,cinched,0.009345794392523364,0.0,0.0,1,121,,,,0.008264462809917356,
2006-04-15,circle,0.0,0.0,0.0,0,121,,0.0,,,
2006-04-15,circular,0.0,0.0,0.0,0,121,0.0,0.0,0.0,,
2006-04-15,circus-inspired,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,city,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,cityscape,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,clash,0.0,0.0,0.0,0,121,,,,,0.0
2006-04-15,classic,0.0,0.0,0.18181818181818182,2,121,,,,0.01652892561983471,
2006-04-15,classic,0.018691588785046728,0.0,0.18181818181818182,4,121,,,0.03305785123966942,,
2006-04-15,classic,0.08411214953271028,0.0,0.36363636363636365,13,121,,,,,0.10743801652892562
2006-04-15,clean,0.0,0.0,0.0,0,121,,,,0.0,
2006-04-15,clean,0.018691588785046728,0.0,0.18181818181818182,4,121,,,,,0.03305785123966942
2006-04-15,clean,0.037383177570093455,0.0,0.0,4,121,,,0.03305785123966942,,
2006-04-15,clear,0.0,0.0,0.0,0,121,0.0,0.0,0.0,,
2006-04-15,cloche,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,close-up,0.0,0.0,0.0,0,121,,,0.0,,
2006-04-15,closure,0.009345794392523364,0.0,0.0,1,121,,,0.008264462809917356,,
2006-04-15,clutch,0.04672897196261682,0.0,0.0,5,121,0.04132231404958678,,,,
2006-04-15,coat,0.0,0.0,0.0,0,121,0.0,,,0.0,
2006-04-15,coat,0.009345794392523364,0.0,0.0,1,121,,,0.008264462809917356,,
2006-04-15,coat,0.11214953271028037,1.0,0.0,15,121,,0.12396694214876033,,,
2006-04-15,coca-cola,0.0,0.0,0.0,0,121,0.0,,,,
2006-04-15,cocktail,0.0,0.0,0.0,0,121,,,,,0.0
2006-04-15,cocoon,0.0,0.0,0.0,0,121,,,,0.0,
2006-04-15,cocoon-like,0.0,0.0,0.0,0,121,,,0.0,0.0,
2006-04-15,cohesive,0.0,0.0,0.0,0,121,,,0.0,,0.0
2006-04-15,coin,0.0,0.0,0.0,0,121,0.0,,0.0,,
